"","dt","actual"
"331",2019-01-26,2016.17474485051
"332",2019-01-27,2907.20402716298
"333",2019-01-28,1993.72599364921
"334",2019-01-29,1509.74257669296
"335",2019-01-30,3162.11867821702
"336",2019-01-31,587.355440271096
"337",2019-02-01,1303.20864629343
"338",2019-02-02,3600.42629002176
"339",2019-02-03,1680.09139601831
"340",2019-02-04,1546.86491655388
"341",2019-02-05,1818.22043244615
"342",2019-02-06,1228.54067366004
"343",2019-02-07,2910.43321728649
"344",2019-02-08,1003.30588176932
"345",2019-02-09,3433.3614617819
"346",2019-02-10,2294.59531823748
"347",2019-02-11,1983.6046110919
"348",2019-02-12,2523.95474018112
"349",2019-02-13,2362.6347615528
"350",2019-02-14,3542.46610196006
"351",2019-02-15,1853.88188385823
"352",2019-02-16,2628.13512725805
"353",2019-02-17,1322.56611501888
"354",2019-02-18,1496.35236463619
"355",2019-02-19,3322.43834045094
"356",2019-02-20,2745.3429372231
"357",2019-02-21,1606.67525596938
"358",2019-02-22,3297.19347218425
"359",2019-02-23,1404.86639880444
"360",2019-02-24,1334.2479462294
"361",2019-02-25,3214.87564252612
"362",2019-02-26,2596.71286314865
"363",2019-02-27,4469.84619566665
"364",2019-02-28,857.231782725263
"365",2019-03-01,1280.53534463494
"366",2019-03-02,1416.94847318255
"367",2019-03-03,2085.32585667054
"368",2019-03-04,3370.38401682211
"369",2019-03-05,1657.50382339543
"370",2019-03-06,1975.97780235095
"371",2019-03-07,1934.62681958292
"372",2019-03-08,1527.97243825388
"373",2019-03-09,2184.11461466297
"374",2019-03-10,2115.92541783602
"375",2019-03-11,1821.39290385446
"376",2019-03-12,1441.6566684815
"377",2019-03-13,2469.51942230688
"378",2019-03-14,2058.9540285912
"379",2019-03-15,2377.4961601578
"380",2019-03-16,3454.54626126768
"381",2019-03-17,2624.94899009415
"382",2019-03-18,2278.08863277854
"383",2019-03-19,1649.69355916707
"384",2019-03-20,2399.80726158929
"385",2019-03-21,2559.1016947758
"386",2019-03-22,2484.17395334451
"387",2019-03-23,3227.621695154
"388",2019-03-24,2340.23192133227
"389",2019-03-25,3157.86128298092
"390",2019-03-26,1810.11960036977
"391",2019-03-27,2589.32408868178
"392",2019-03-28,3074.4639592897
"393",2019-03-29,2793.64808198052
"394",2019-03-30,2129.0724310517
"395",2019-03-31,771.953409761102
"396",2019-04-01,2316.95046624699
"397",2019-04-02,3326.39124244309
"398",2019-04-03,1850.13059358132
"399",2019-04-04,3355.19403087036
"400",2019-04-05,1926.88591367487
"401",2019-04-06,2302.0168475695
"402",2019-04-07,1963.9375380237
"403",2019-04-08,1777.60058737038
"404",2019-04-09,2028.21319161794
"405",2019-04-10,2286.90654496814
"406",2019-04-11,833.496104041081
"407",2019-04-12,1482.30002364659
"408",2019-04-13,2153.31275748594
"409",2019-04-14,1943.34119786693
"410",2019-04-15,2585.5404633306
"411",2019-04-16,2261.21748489925
"412",2019-04-17,1882.65974930265
"413",2019-04-18,1100.25219359802
"414",2019-04-19,1930.76684370905
"415",2019-04-20,2033.99254645412
"416",2019-04-21,2269.94399913314
"417",2019-04-22,1464.21278182269
"418",2019-04-23,1651.60707062517
"419",2019-04-24,2123.55563358259
"420",2019-04-25,1518.93306288547
"421",2019-04-26,1930.04794183647
"422",2019-04-27,3149.70826653642
"423",2019-04-28,2158.97923702251
"424",2019-04-29,1637.73506253095
"425",2019-04-30,1770.66749049081
"426",2019-05-01,1230.92788650719
"427",2019-05-02,3109.86844445089
"428",2019-05-03,2343.13512587442
"429",2019-05-04,2329.98618030013
"430",2019-05-05,1806.96371524499
"431",2019-05-06,1676.06157950173
"432",2019-05-07,2284.9164676741
"433",2019-05-08,3286.13185759234
"434",2019-05-09,1709.29360764942
"435",2019-05-10,1996.63961071738
"436",2019-05-11,1285.91176336596
"437",2019-05-12,1828.23539667004
"438",2019-05-13,1363.26201556836
"439",2019-05-14,1642.23913519872
"440",2019-05-15,2919.02586009712
"441",2019-05-16,2820.7706804248
"442",2019-05-17,1238.10705450664
"443",2019-05-18,1634.00778303266
"444",2019-05-19,791.514695449189
"445",2019-05-20,1489.29222549461
"446",2019-05-21,1808.84662740475
"447",2019-05-22,1948.96399246624
"448",2019-05-23,1577.7373538274
"449",2019-05-24,2349.55526737557
"450",2019-05-25,3024.4265359457
"451",2019-05-26,1645.69712111219
"452",2019-05-27,3106.53930640936
"453",2019-05-28,4075.38863618137
"454",2019-05-29,2700.45943608314
"455",2019-05-30,2559.22928081065
"456",2019-05-31,1464.72850018198
"457",2019-06-01,1538.25465921832
"458",2019-06-02,2023.76560477651
"459",2019-06-03,4543.62046565669
"460",2019-06-04,2104.70761276809
"461",2019-06-05,1508.59933477771
"462",2019-06-06,1610.29307717027
"463",2019-06-07,1692.04906469907
"464",2019-06-08,2006.5826854587
"465",2019-06-09,3229.05515252864
"466",2019-06-10,956.814886957643
"467",2019-06-11,2770.56735089066
"468",2019-06-12,1931.04602897618
"469",2019-06-13,2956.8642727914
"470",2019-06-14,3372.62766306076
"471",2019-06-15,2293.41791766437
"472",2019-06-16,2430.10459698032
"473",2019-06-17,1448.96336850826
"474",2019-06-18,1331.03489375163
"475",2019-06-19,2236.88115092964
"476",2019-06-20,5268.16685575315
"477",2019-06-21,1842.44692691796
"478",2019-06-22,1068.24045015725
"479",2019-06-23,1751.31706778814
"480",2019-06-24,1863.16507102012
"481",2019-06-25,3222.93866652768
"482",2019-06-26,3463.80408039555
"483",2019-06-27,1801.40109506021
"484",2019-06-28,1153.07212115678
"485",2019-06-29,1325.22075268842
"486",2019-06-30,2584.02386654164
"487",2019-07-01,2693.37502998075
"488",2019-07-02,2512.5775474298
"489",2019-07-03,2120.76799134195
"490",2019-07-04,1952.15662140574
"491",2019-07-05,1803.84514562705
"492",2019-07-06,2567.01080430677
"493",2019-07-07,1700.33675581499
"494",2019-07-08,2128.46344869916
"495",2019-07-09,1321.74842222711
"496",2019-07-10,1297.60770902188
"497",2019-07-11,1728.36548244429
"498",2019-07-12,1057.75707091081
"499",2019-07-13,1028.60491680642
"500",2019-07-14,3045.5125357584
"501",2019-07-15,2218.96012180448
"502",2019-07-16,1527.35635385162
"503",2019-07-17,1191.58554851183
"504",2019-07-18,1560.73200936815
"505",2019-07-19,3068.84478688414
"506",2019-07-20,3272.74949896462
"507",2019-07-21,3095.60272767286
"508",2019-07-22,1772.22088735844
"509",2019-07-23,1188.50739260982
"510",2019-07-24,1879.2133708007
"511",2019-07-25,2202.1160905864
"512",2019-07-26,2781.98238168256
"513",2019-07-27,3513.8924199293
"514",2019-07-28,2103.77073889499
"515",2019-07-29,2151.20588860154
"516",2019-07-30,2180.45676609468
"517",2019-07-31,2458.85755824552
"518",2019-08-01,3030.58718906838
"519",2019-08-02,4092.05465039235
"520",2019-08-03,1890.48358836368
"521",2019-08-04,1691.7035926154
"522",2019-08-05,1691.96082176939
"523",2019-08-06,2740.47195816129
"524",2019-08-07,685.710992804631
"525",2019-08-08,3415.70887989483
"526",2019-08-09,1535.59876437777
"527",2019-08-10,2275.20215906498
"528",2019-08-11,2398.97671820885
"529",2019-08-12,4873.19277900937
"530",2019-08-13,2913.97748125767
"531",2019-08-14,1718.84776495268
"532",2019-08-15,2839.99226888063
"533",2019-08-16,1655.18566513218
"534",2019-08-17,1521.60313228922
"535",2019-08-18,2666.78919453633
"536",2019-08-19,1845.97460010152
"537",2019-08-20,2618.39090612026
"538",2019-08-21,1565.78816606549
"539",2019-08-22,2065.71262647278
"540",2019-08-23,1517.05015228919
"541",2019-08-24,2661.69586917273
"542",2019-08-25,1966.49875889908
"543",2019-08-26,2364.93372711038
"544",2019-08-27,2051.20820018988
"545",2019-08-28,2040.01005260384
"546",2019-08-29,2007.49050614452
"547",2019-08-30,3358.1252435187
"548",2019-08-31,2077.37495098968
"549",2019-09-01,4273.4439007925
"550",2019-09-02,4040.20196419056
"551",2019-09-03,3763.4480559604
"552",2019-09-04,2850.99016623951
"553",2019-09-05,2744.22146348078
"554",2019-09-06,5164.93013485406
"555",2019-09-07,4503.79530166375
"556",2019-09-08,1307.87907417562
"557",2019-09-09,3344.27963933297
"558",2019-09-10,1598.0299092839
"559",2019-09-11,5553.38404252992
"560",2019-09-12,3671.81772118235
"561",2019-09-13,3000.10282967634
"562",2019-09-14,2468.42768667708
"563",2019-09-15,1652.59539709369
"564",2019-09-16,3327.02196269935
"565",2019-09-17,1061.49956380337
"566",2019-09-18,3848.36080964232
"567",2019-09-19,3119.74945527503
"568",2019-09-20,2563.60711159743
"569",2019-09-21,3485.5289414842
"570",2019-09-22,3407.17564858877
"571",2019-09-23,5129.82484768371
"572",2019-09-24,3286.43597238902
"573",2019-09-25,3349.89295615415
"574",2019-09-26,3072.97125845481
"575",2019-09-27,3929.30175629778
"576",2019-09-28,3372.89818840782
"577",2019-09-29,4213.62944017999
"578",2019-09-30,4097.86141311371
"579",2019-10-01,3382.94753291197
"580",2019-10-02,2335.5934205076
"581",2019-10-03,3655.26778324893
"582",2019-10-04,1717.14390835403
"583",2019-10-05,3145.53562473879
"584",2019-10-06,3724.85267401728
"585",2019-10-07,4367.07448701446
"586",2019-10-08,2098.03723226762
"587",2019-10-09,2439.04652555779
"588",2019-10-10,1716.80366088235
"589",2019-10-11,2212.74761864758
"590",2019-10-12,3795.48542526065
"591",2019-10-13,2972.31577375998
"592",2019-10-14,1799.36580868678
"593",2019-10-15,2030.33957672331
"594",2019-10-16,1302.57079930326
"595",2019-10-17,4175.06903775078
"596",2019-10-18,4634.90097583093
"597",2019-10-19,3068.49193928488
"598",2019-10-20,2074.39738651884
"599",2019-10-21,2462.04378889503
"600",2019-10-22,2489.04908327325
"601",2019-10-23,3396.42665039501
"602",2019-10-24,3130.89192841814
"603",2019-10-25,4387.84755100135
"604",2019-10-26,2775.44186297152
"605",2019-10-27,1688.56013466783
"606",2019-10-28,4111.62407456223
"607",2019-10-29,3418.52774517424
"608",2019-10-30,4900.16268297691
"609",2019-10-31,3788.34754731348
"610",2019-11-01,3198.79035351566
"611",2019-11-02,2644.50724633386
"612",2019-11-03,3947.66376389755
"613",2019-11-04,3192.11027967006
"614",2019-11-05,7228.14872816889
"615",2019-11-06,4345.12452656896
"616",2019-11-07,2369.07132248049
"617",2019-11-08,3197.46422816572
"618",2019-11-09,3458.26765944061
"619",2019-11-10,4382.25195796762
"620",2019-11-11,4186.88778670374
"621",2019-11-12,4620.30112312111
"622",2019-11-13,3711.31076645331
"623",2019-11-14,3183.96648503075
"624",2019-11-15,3807.72190828861
"625",2019-11-16,3258.23505919058
"626",2019-11-17,3438.22898455586
"627",2019-11-18,4352.09342526857
"628",2019-11-19,1983.31119988184
"629",2019-11-20,3296.17992644787
"630",2019-11-21,4517.32837171251
"631",2019-11-22,1736.75326316371
"632",2019-11-23,4110.27152475096
"633",2019-11-24,3948.3534099529
"634",2019-11-25,1828.74812524868
"635",2019-11-26,2947.90481332351
"636",2019-11-27,1840.27258643907
"637",2019-11-28,5858.63361956157
"638",2019-11-29,4161.61804554865
"639",2019-11-30,5463.12951012995
"640",2019-12-01,3990.05092059372
"641",2019-12-02,2043.8745595955
"642",2019-12-03,3056.03908867945
"643",2019-12-04,2535.48057147961
"644",2019-12-05,2763.78558075968
"645",2019-12-06,2561.44292748563
"646",2019-12-07,3273.79493043258
"647",2019-12-08,2973.46149701985
"648",2019-12-09,3032.79316099539
"649",2019-12-10,5966.91314195141
"650",2019-12-11,2111.48006123609
"651",2019-12-12,3866.25388047656
"652",2019-12-13,1692.0889258553
"653",2019-12-14,2448.9703998626
"654",2019-12-15,3271.02184494719
"655",2019-12-16,3120.38649064625
"656",2019-12-17,4112.97433398888
"657",2019-12-18,4356.37409181431
"658",2019-12-19,3336.63750329679
"659",2019-12-20,1972.23591192543
"660",2019-12-21,2609.11816588918
"661",2019-12-22,3496.21734224228
"662",2019-12-23,4455.72664180533
"663",2019-12-24,2605.3422569199
"664",2019-12-25,2321.92790315185
"665",2019-12-26,2573.37714139643
"666",2019-12-27,3282.14918231153
"667",2019-12-28,2857.48110248246
"668",2019-12-29,3543.47172921529
"669",2019-12-30,4098.10740371384
"670",2019-12-31,1567.08054307778
"671",2020-01-01,2047.71506200481
"672",2020-01-02,4032.11166142176
"673",2020-01-03,2959.32115455452
"674",2020-01-04,4555.84026837758
"675",2020-01-05,4089.38360700057
"676",2020-01-06,3556.69070980553
"677",2020-01-07,1844.05530326635
"678",2020-01-08,3138.69017532851
"679",2020-01-09,5285.90015278218
"680",2020-01-10,4163.4463118102
"681",2020-01-11,3507.19897847282
"682",2020-01-12,2328.04873858128
"683",2020-01-13,3059.41273470783
"684",2020-01-14,4115.97231860414
"685",2020-01-15,3074.93080017103
"686",2020-01-16,3702.00653228777
"687",2020-01-17,3736.33200327453
"688",2020-01-18,3154.0760255413
"689",2020-01-19,2837.78236073633
"690",2020-01-20,2197.47629817846
"691",2020-01-21,3627.82114955412
"692",2020-01-22,4818.52360315465
"693",2020-01-23,2482.20112701829
"694",2020-01-24,3816.72419736585
"695",2020-01-25,4006.51347055375
"696",2020-01-26,2265.47523032443
"697",2020-01-27,4432.9524088214
"698",2020-01-28,5823.87189259539
"699",2020-01-29,3373.30315112748
"700",2020-01-30,2142.48367016441
"701",2020-01-31,3206.04264516465
"702",2020-02-01,3221.93406679112
"703",2020-02-02,2251.19773323062
"704",2020-02-03,4404.19445737742
"705",2020-02-04,4475.80346255695
"706",2020-02-05,2087.49288590512
"707",2020-02-06,4505.0695155377
"708",2020-02-07,2356.77089866342
"709",2020-02-08,3422.39487443837
"710",2020-02-09,4157.74521720481
"711",2020-02-10,5363.52156057633
"712",2020-02-11,2923.6181130095
"713",2020-02-12,1453.86598145809
"714",2020-02-13,2618.88242776169
"715",2020-02-14,3998.08566863541
"716",2020-02-15,4254.05891664904
"717",2020-02-16,3685.00962820614
"718",2020-02-17,2388.9869552354
"719",2020-02-18,2127.40861379083
"720",2020-02-19,4380.73772778753
"721",2020-02-20,3843.53535097562
"722",2020-02-21,5790.68576909189
"723",2020-02-22,6259.8894107972
"724",2020-02-23,3999.46051134249
"725",2020-02-24,2923.61658153591
"726",2020-02-25,2493.59833213539
"727",2020-02-26,3342.65740007249
"728",2020-02-27,3943.65012250404
"729",2020-02-28,3835.75779464048
"730",2020-02-29,2030.4418521097
"731",2020-03-01,3312.29777054096
"732",2020-03-02,6031.98125462545
"733",2020-03-03,4144.9475080037
"734",2020-03-04,4147.90041630458
"735",2020-03-05,4976.19999000269
"736",2020-03-06,4518.37417298806
"737",2020-03-07,2547.05309036717
"738",2020-03-08,2133.19866553904
"739",2020-03-09,5190.37850678463
"740",2020-03-10,3625.92618678963
"741",2020-03-11,4408.71804094166
"742",2020-03-12,3089.46978434242
"743",2020-03-13,3842.45350293143
"744",2020-03-14,4759.54159744437
"745",2020-03-15,4806.14726457548
"746",2020-03-16,10806.2984478255
"747",2020-03-17,17868.4334220127
"748",2020-03-18,10663.7008629338
"749",2020-03-19,9206.09673047901
"750",2020-03-20,11656.7838797671
"751",2020-03-21,14262.7847066263
"752",2020-03-22,12765.4014460486
"753",2020-03-23,11449.7445833899
"754",2020-03-24,10301.1007207899
"755",2020-03-25,9886.22447181463
"756",2020-03-26,11483.7837345775
"757",2020-03-27,15244.4000440182
"758",2020-03-28,13144.9284795048
"759",2020-03-29,13824.0694864994
"760",2020-03-30,12474.4683548165
"761",2020-03-31,9796.28149291504
"762",2020-04-01,9242.51639486436
"763",2020-04-02,13737.9233435843
"764",2020-04-03,9791.20722189174
"765",2020-04-04,10768.3151758549
"766",2020-04-05,11562.7358820817
"767",2020-04-06,9019.71395567254
"768",2020-04-07,10468.1592188185
"769",2020-04-08,11498.1228039598
"770",2020-04-09,12664.6222778035
"771",2020-04-10,13671.2024070162
"772",2020-04-11,8462.59513437223
"773",2020-04-12,8474.65921403955
"774",2020-04-13,10675.8383984418
"775",2020-04-14,10273.0301346892
"776",2020-04-15,13901.8724991815
"777",2020-04-16,11975.959220098
"778",2020-04-17,9304.00346220144
"779",2020-04-18,12598.0988989544
"780",2020-04-19,10660.9413923557
"781",2020-04-20,10345.2185795842
"782",2020-04-21,12025.8180801933
"783",2020-04-22,13080.1158488428
"784",2020-04-23,13550.6545695844
